AidData Project ID,Title,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Other Organizations,Source,Start Date (DD/MM/YYYY),End Date (DD/MM/YYYY),Planned Start Date (DD/MM/YYYY),Planned End Date (DD/MM/YYYY),Source Detail,Status,AidData Sector Code,AidData Sector Name,AidData Purpose Code,AidData Purpose Name,AidData Activity Code(s),AidData Activity Name(s),Short Description,Long Description,Donor Project ID,Donor Secondary Project ID,Additional Info,Project Commitment Amount (Constant USD2011),Project Disbursement Amount (Constant USD2011),Total Project Cost (Donor Reported),CRS: Untied Amount (Nominal USD),CRS: Tied Amount (Nominal USD),CRS: Partial Tied Amount (Nominal USD),CRS: Pdgg,CRS: Channel Code,CRS: Bi Multi,CRS: Desertification,CRS: Environment,CRS: Gender,CRS: Trade,CRS: Climate,CRS: Biodiversity,CRS: Region,CRS: Sector Code,CRS: Sector,CRS: Purpose Code,CRS: Purpose Name,CRS: Flow Name,CRS: Finance T,CRS: Associated Financing,CRS: Future Ds Principal Amount Usd Nominal,CRS: Future Ds Interest Amount Usd Nominal,CRS: Irtc Amount Usd Nominal,CRS: Received Amount Usd Nominal,CRS: Aid T,CRS: Arrears Interest Amount Usd Nominal,CRS: Arrears Principal Amount Usd Nominal,CRS: Channel Name,CRS: Expert Commitment Amount Usd Nominal,CRS: Export Credit Amount Usd Nominal,CRS: Export Extended Amount Usd Nominal,CRS: FTC,CRS: Initial Report,CRS: Interest Amount Usd Nominal,CRS: Outstanding Amount Usd Nominal,CRS: Repay Type,CRS: Second Interest Rate
9.06E+11,Spanish--Asistencia humanitaria y protecciÃƒÂ³n para la poblaciÃƒÂ³n en situaciÃƒÂ³n de desplazamiento en Colombia con un enfoque diferencial para los Adultos Mayores--translation--Humanitarian assistance and protection to the population displaced in Colombia with a differential approach to older adults,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,"Mejorar la protecciÃƒÂ³n de la poblaciÃƒÂ³n en situaciÃƒÂ³n de desplazamiento forzado en Cali, particularmente de las PAM y sus familias--beneficiary--ADULTO MAYOR, AFROCOLOMBIANOS, POBLACIÃƒâ€œN DESPLAZADA",COL243,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Ayuda humanitaria y protecciÃƒÂ³n para la poblaciÃƒÂ³n afectada por el conflicto en la regiÃƒÂ³n del Paramillo en Colombia--translation--Humanitarian aid and protection for the population affected by the conflict in the region of Paramillo in Colombia,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,Mejorar la situacion humanitaria de la poblacion afectada por el conflicto interno en Colombia--beneficiary--VICTIMAS DE LA VIOLENCIA,COL252,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--Asistencia humanitaria para la poblaciÃƒÂ³n vulnerable afectada por el conflicto interno armado en los departamentos de Putumayo y CÃƒÂ³rdoba, Colombia--translation--Humanitarian aid for vulnerable people affected by the internal armed conflict in the departments of Putumayo and CÃƒÂ­_rdoba, Colombia",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,Acceder al cubrimiento de las necesidades de familias vulnerables afectadas directamente por el conflicto interno armado en Colombia--beneficiary--VICTIMAS DE LA VIOLENCIA,COL257,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Asistencia humanitaria de emergencia para la poblaciÃƒÂ³n afectada por el conflicto colombiano en los departamentos de Arauca y Norte de Casanare--translation--Assistance humanitarian of emergency for the population affected by the conflict Colombian in the departments of Arauca and North of Casanare,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,Proveer asistencia humanitaria a poblacioÃƒÂ³n afectada por el conflicto armado en el departamenteo de Arauca y norte de Casanare--beneficiary--VICTIMAS DE LA VIOLENCIA,COL258,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Asistencia humanitaria para la poblaciÃƒÂ³n afectada por el conflicto interno armado en el suroeste de Colombia con un enfoque diferencial a las personas mayores--translation--Humanitarian assistance to the population affected by internal armed conflict in the South-West of Colombia with a differential approach to seniors,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,La respuesta humanitaria a poblaciÃƒÂ³n afectada por el conflicto armado interno en el suroeste de Colombia se ha mejorado a travÃƒÂ©s de un enfoque integral y amigable a personas mayores--beneficiary--ADULTO MAYOR,COL259,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Ayuda humanitaria para la poblaciÃƒÂ³n indÃƒÂ­gena en el departamento de la Guajira Colombia--translation--Support humanitarian for the population indigenous in the Department of the Guajira Colombia,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,Contribuir a la satisfacciÃƒÂ³n de necesidades bÃƒÂ¡sicas de la comunidad Wiwa y comunidades aisladas afectadas por el conflicto armado en Colombia--beneficiary--INDIGENAS,COL260,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Apoyo a la polÃƒÂ­tica pÃƒÂºblica para el desplazamiento interno--translation--Support for public policy on internal displacement,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,Los desplazados y las personas en riesgo de desplazamiento gozan totalmente de sus derechos bajo el amparo de la legislaciÃƒÂ³n colombiana e internacional.--beneficiary--POBLACIÃƒâ€œN DESPLAZADA,COL262,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--Mejora de las condiciones de vida de las comunidades desplazadas, confinadas y en riesgo de desplazamiento en los Departamentos de NariÃƒÂ±o, Cauca y Valle del Cauca, Colombia.--translation--Improvement of the conditions of life of the communities displaced, confined and at risk of displacement in the departments of NariÃƒÂ­Ã‚Â±o, Cauca and Valle del Cauca, Colombia.",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,"Se habrÃƒÂ¡ contribuido a la mejora de las condiciones bÃƒÂ¡sicas de vida de comunidades desplazadas, confinadas y en riesgo de desplazamiento, desde un Ã‚â€œmarco de protecciÃƒÂ³nÃ‚â€ en los Departamentos de NariÃƒÂ±o, Cauca y Valle del Cauca.--beneficiary--POBLACIÃƒâ€œN EN GENERAL",COL284,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--ProtecciÃƒÂ³n y ayuda humanitaria para las comunidades afrocolombianas e indÃƒÂ­genas afectadas por el conflicto en los departamentos del Valle del Cauca y NariÃƒÂ±o en Colombia--translation--Protection and helps humanitarian for the communities Afro-Colombian and indigenous affected by the conflict in those departments of the Valley of the Cauca and NariÃƒÂ­Ã‚Â±o in Colombia,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,'Adelnatar acciones para contribuir al desarrollo e implementaciÃƒÂ³n de un ''Marco de ProtecciÃƒÂ³n'' para proveer protecciÃƒÂ³n y asistencia humanitaria para comunidades afectadas por el conflicto armado--beneficiary--INDIGENAS',COL290,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Asistencia humanitaria para la poblaciÃƒÂ³n afectada por el conflicto armado en Colombia--translation--Humanitarian assistance to the population affected by the armed conflict in Colombia,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,Se ha contribuido a la asistencia humanitaria para la poblaciÃƒÂ³n afectada por el conflicto armado en Colombia--beneficiary--VICTIMAS DE LA VIOLENCIA,COL291,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--PROYECTO DE TIERRAS Y PATRIMONIO DE LA POBLACIÃƒâ€œN DESPLAZADA - FASE III---translation--LAND AND HERITAGE OF THE DISPLACED POPULATION - PHASE III - PROJECT,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,"La unidad de protecciÃƒÂ³n de tierras hoy liderara desde el Ministerio de Agricultura y Desarrollo Rural, con el apoyo de mÃƒÂºltiples cooperantes, se propone dar continuidad al proyecto de tierras y patrimonio de la poblaciÃƒÂ³n desplazada, mediante la solicitud de prÃƒÂ³rroga y adiciÃƒÂ³n de recursos. El objetivo de esta Fase III del proyecto busca consolidar las acciones de transferencia a las instituciones con las competencias y herramientas para la protecciÃƒÂ³n de los derechos sobre la tierra y los territorios, orientando a las comunidades y a las vÃƒÂ­ctimas de la violencia en la exigibilidad, formalizaciÃƒÂ³n y restituciÃƒÂ³n de los mismos y realizar anÃƒÂ¡lisis en materia de tenencia de la tierra, usos, tenencia y conflicto del suelo que contribuyan al mejoramiento de la polÃƒÂ­tica pÃƒÂºblica.--beneficiary--POBLACIÃƒâ€œN DESPLAZADA",COL366,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--TSI (sigla en inglÃƒÂ©s TRANSITIONAL SOLUTIONS INICIATIVE) Soluciones transitorias para el desarrollo.--translation--TSI (acronym in English TRANSITIONAL SOLUTIONS initiative) workarounds for development.,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,"Los objetivos de la Iniciativa de TransiciÃƒÂ³n Soluciones para Colombia, elaborado en consulta con las autoridades nacionales, son los siguientes: a) Apoyar a las comunidades afectadas y las autoridades locales para proporcionar ejemplos concretos de ÃƒÂ©xito de soluciones para los desplazados internos y, b) En coordinaciÃƒÂ³n con las autoridades nacionales, promover la consolidaciÃƒÂ³n de una polÃƒÂ­tica integral de soluciones, basadas en las lecciones aprendidas en las ÃƒÂ¡reas de retorno, el reasentamiento y la integraciÃƒÂ³n local.--beneficiary--VICTIMAS DE DESASTRES NATURALES, POBLACIÃƒâ€œN DESPLAZADA",COL373,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--MRE - Retorno de Colombianos en SituaciÃƒÂ³n de vulnerabilidad y/o desamparo en el Exterior.--translation--MRE-return of Colombian in situation of vulnerability or desamparo in the Exterior.,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,"Apoyar a la CancillerÃƒÂ­a en la operativizaciÃƒÂ³n del decreto 4796 (Ã‚â€œFondo Especial para las MigracionesÃ‚â€), con el fin de apoyar a los connaciones que se encuentran en el exterior, que deBANCO INTERAMERICANO DE DESARROLO - BIDo a condiciones de vulnerabilidad y por razones humanitarias requieren asistencia y protecciÃƒÂ³n inmediata.--beneficiary--INSTITUCIONES, POBLACIÃƒâ€œN EN GENERAL",COL383,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Asistencia humanitaria de emergencia para personas afectadas por el conflicto colombiano en el departamento de Arauca y el norte de Casanare.--translation--Emergency humanitarian assistance for people affected by the conflict in Colombia in the Department of Arauca and Casanare North.,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,Proveer asistencia humanitaria a personas afectadas por el conflicto armado en el departamento de Arauca y Norte de Casanare--beneficiary--INDIGENAS,COL545,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--AtenciÃƒÂ³n integral a poblaciÃƒÂ³n afectada por el conflicto armado en las zonas rurales de Tumaco, Fase II (Colombia)--translation--Comprehensive care to people affected by armed conflict in rural areas of Tumaco, phase II (Colombia)",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,"Generar y fortalecer procesos participativos y productivos, que permitan la integraciÃƒÂ³n social y la promociÃƒÂ³n personal de las mujeres rurales afectadas por el conflicto armado.--benefciary",COL568,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--Mejora la calidad de vida de las mujeres del municipio de Soacha, afectadas por el conflicto armado--translation--Improves the quality of life of the women of the municipality of Soacha, affected by the conflict armed",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,,"Fortalecer a las organizaciones y mujeres en situaciÃƒÂ³n de desplazamiento en el municipio de Soacha, a travÃƒÂ©s de la Mesa de Organizaciones de Mujeres--benefciary",COL576,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--Servicios de atenciÃƒÂ³n primaria en salud para las poblaciones rurales, mestizas e indÃƒÂ­genas afectadas por el conflicto colombiano--translation--Services of primary health care for rural, indigenous and mestizo populations affected by the conflict in Colombia",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72020,Emergency health services/support,72020.01,All emergency health services/support activities,,Contribuir al acceso a servicios de salud de poblaciÃƒÂ³n rural afectada por el conflicto--beneficiary--INDIGENAS,COL261,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--Mejora de las condiciones de salud de la poblaciÃƒÂ³n vulnerable afectada por el conflicto armado en los Departamento de Putumayo y NariÃƒÂ±o, Colombia / COSUDE 2012 Ã‚â€“ 2013.--translation--Improvement of the health conditions of the vulnerable population affected by the armed conflict in the Department of Putumayo and NariÃƒÂ­Ã‚Â±o, Colombia / SDC 2012 2013.",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72020,Emergency health services/support,72020.01,All emergency health services/support activities,,"Se ha contribuido a la mejora de las condiciones de salud de la poblaciÃƒÂ³n vulnerable afectada por el conflicto armado en los Departamento de Putumayo y NariÃƒÂ±o, Colombia.--beneficiary--VICTIMAS DE LA VIOLENCIA",COL272,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Mejora de las condiciones de salud de la poblacion vulnerable afectada por el conflicto armado en los departamentos de Putumayo y NariÃƒÂ±o.--translation--Improvement of the health conditions of the vulnerable population affected by the armed conflict in the departments of Putumayo and NariÃƒÂ­Ã‚Â±o.,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72020,Emergency health services/support,72020.01,All emergency health services/support activities,,"Contribuir a la mejora de las condiciones de salud de la poblaciÃƒÂ³n vulnerable afectada por el conflicto armado en los Departamento de Putumayo y NariÃƒÂ±o, Colombia.--beneficiary--VICTIMAS DE LA VIOLENCIA",COL429,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Mejora de las condiciones de salud de la poblaciÃƒÂ³n vulnerable afectada por el conflicto armado en los Departamento de Putumayo y NariÃƒÂ±o--translation--Improvement of the conditions of health of the population vulnerable affected by the conflict armed in them Department of Putumayo and NariÃƒÂ­Ã‚Â±o,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72020,Emergency health services/support,72020.01,All emergency health services/support activities,,"Contribuir a la mejora de las condiciones de salud de la poblaciÃƒÂ³n vulnerable afectada por el conflicto armado en los Departamento de Putumayo y NariÃƒÂ±o, Colombia--beneficiary--VICTIMAS DE LA VIOLENCIA",COL430,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--Mejora de las condiciones de salud de la poblaciÃƒÂ³n vulnerable afectada por el conflicto armado en los Departamento de Putumayo y NariÃƒÂ±o, Colombia / COSUDE 2012 Ã‚â€“ 2013--translation--Improvement of the health conditions of the vulnerable population affected by the armed conflict in the Department of Putumayo and NariÃƒÂ­Ã‚Â±o, Colombia / SDC 2012 2013",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72020,Emergency health services/support,72020.01,All emergency health services/support activities,,"Contribuir a la mejora de las condiciones de salud de la poblaciÃƒÂ³n vulnerable afectada por el conflicto armado en los Departamento de Putumayo y NariÃƒÂ±o, Colombia--beneficiary--VICTIMAS DE LA VIOLENCIA",COL432,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Apoyo a niÃƒÂ±os/as vÃƒÂ­ctimas del conflicto armado en el departamento de CÃƒÂ³rdoba (Chaine du Bonheur)--translation--Support for children victims of the armed conflict in the Department of CÃƒÂ­_rdoba (ChaÃƒÂ­Ã‚Â¬ne du Bonheur),Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72020,Emergency health services/support,72020.01,All emergency health services/support activities,,"En diciembre de 2014, los niÃƒÂ±os vÃƒÂ­ctimas del conflicto armado y sus familias tienen acceso a servicios de salud bÃƒÂ¡sicos, sus derechos son respetados, mejoran su bienestar psicosocial y estÃƒÂ¡n articularos en red con los actores sociales--beneficiary--POBLACIÃƒâ€œN EN GENERAL, INFANCIA Y ADOLESCENCIA",COL549,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Apoyo a niÃƒÂ±os/as vÃƒÂ­ctimas del conflicto armado en el departamento de CÃƒÂ³rdoba--translation--Support for children victims of the armed conflict in the Department of CÃƒÂ­_rdoba,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72020,Emergency health services/support,72020.01,All emergency health services/support activities,,"En diciembre de 2014, los niÃƒÂ±os vÃƒÂ­ctimas del conflicto armado y sus familias tienen acceso a servicios de salud bÃƒÂ¡sicos, sus derechos son respetados, mejoran su bienestar psicosocial y estÃƒÂ¡n articularos en red con los actores sociales--beneficiary--POBLACIÃƒâ€œN EN GENERAL, INFANCIA Y ADOLESCENCIA",COL552,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--AtenciÃƒÂ³n Integral a la poblaciÃƒÂ³n vÃƒÂ­ctima de desplazamiento forzado en el Putumayo--translation--Comprehensive care for the victims of displacement in Putumayo,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72020,Emergency health services/support,72020.01,All emergency health services/support activities,,Fomento de sistemas sostenibles con liderazgo Colombiano que satisfagan las necesidades de urgencia y emergencia asÃƒÂ­ como los derechos de las poblaciones desplazadas en Putumayo.--beneficiary--POBLACIÃƒâ€œN DESPLAZADA,COL559,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--ReducciÃƒÂ³n de la incidencia de enfermedades relacionadas con el agua, la higiene y las condiciones bÃƒÂ¡sicas de hÃƒÂ¡bitat de 1.200 familias vulnerables afectadas por las inundaciones en Departamento de CÃƒÂ³rdoba, Colombia--translation--Reduction in the incidence of diseases related to water, hygiene and basic conditions of habitat of 1,200 vulnerable families affected by the floods in CÃƒÂ­_rdoba Department, Colombia",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72030,Water and sanitation services/support,72030.01,All water and sanitation services/support activities,,"Reducir la incidencia de enfermedades relacionadas con el agua, la higiene y las condiciones bÃƒÂ¡sicas de hÃƒÂ¡bitat de 1.200 familias vulnerables afectadas por las inundaciones en Departamento de CÃƒÂ³rdoba, Colombia--beneficiary--VICTIMAS DE DESASTRES NATURALES",COL103,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Forum Syd Colombia--translation--Forum Syd Colombia,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72050,Relief co-ordination; protection and support services,72050.01,Relief co-ordination; protection and support services,,"Apoyo al Programa de Forum Syd UNV, el cual promueve y proteje los derechos humanos de personas afectadas por el conflicto armado en Colombia a travÃƒÂ©s de alianzas con socios nacionales e internacionales, advocacy y apoyo al OACNUDH (talento humano y pequenos proyectos).--beneficiary--VICTIMAS DE LA VIOLENCIA",COL82,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--AcciÃƒÂ³n Humanitaria Coordinada en Colombia. Apoyo misiÃƒÂ³n OFICINA PARA LA COORDINACION DE ASUNTOS HUMANITARIOS - OCHA 2012--translation--Humanitarian action is coordinated in Colombia. Support mission Office for the coordination of issues humanitarian-OCHA 2012,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72050,Relief co-ordination; protection and support services,72050.01,Relief co-ordination; protection and support services,,"Asegurar la entrega oportuna, basada en principios y basado en las necesidades de asistencia humanitaria a las poblaciones afectadas por conflictos y desastres naturales--beneficiary--VICTIMAS DE LA VIOLENCIA, VICTIMAS DE DESASTRES NATURALES",COL251,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--Fortalecimiento de la acciÃƒÂ³n institucional y social para la atenciÃƒÂ³n diferencial y restituciÃƒÂ³n de derechos a las vÃƒÂ­ctimas del conflicto armado residentes en el municipio de TuluÃƒÂ¡, Colombia. No. DCI-NSAPVD/2012/293-424--translation--Strengthening of the action institutional and social to the attention differential and restitution of rights to the victims of the conflict armed residents in the municipality of Tulua, Colombia. Not. DCI-NSAPVD / 2012 / 293-424",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,15205,"Conflict prevention and resolution, peace and security, purpose unspecified or does not fit under any other applicable codes",72050.01,Relief co-ordination; protection and support services,,"Fortalecimiento de la acciÃƒÂ³n institucional y social para la atenciÃƒÂ³n diferencial y restituciÃƒÂ³n de derechos a las vÃƒÂ­ctimas del conflicto armado residentes en el municipio de TuluÃƒÂ¡, Colombia.--beneficiary--INSTITUCIONES",COL265,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Aporte a la protecciÃƒÂ³n de las niÃƒÂ±as vÃƒÂ­ctimas del conflicto armado colombiano en el Departamento de NariÃƒÂ±o.--translation--Contribution to the protection of the victims of the armed conflict in Colombia in the Department of NariÃƒÂ­Ã‚Â±o.,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72050,Relief co-ordination; protection and support services,72050.01,Relief co-ordination; protection and support services,,"Mejorar las capacidades de protecciÃƒÂ³n de autoridades y comunidades frente a los efectos del conflicto armado en niÃƒÂ±as de Arauca, NariÃƒÂ±o y VaupÃƒÂ©s, a travÃƒÂ©s de acciones de atenciÃƒÂ³n e incidencia--beneficiary--INFANCIA Y ADOLESCENCIA, VICTIMAS DE LA VIOLENCIA",COL266,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Las actividades de protecciÃƒÂ³n del CICR en Colombia Seguridad EconÃƒÂ³mica y ProtecciÃƒÂ³n.--translation--The activities of the ICRC in Colombia economic security and protection.,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72050,Relief co-ordination; protection and support services,72050.01,Relief co-ordination; protection and support services,,Las personas afectadas por el conflicto armado en Colombia tienen su asistencia bÃƒÂ¡sica y cumplen las necesidades de protecciÃƒÂ³n.--beneficiary--VICTIMAS DE LA VIOLENCIA,COL308,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--Acciones de protecciÃƒÂ³n y autoprotecciÃƒÂ³n en comunidades afrodescendientes, indÃƒÂ­genas y mestizas en defensa de la vida y el territorio en medio del conflicto armado--translation--Actions of protection and self-protection in communities of African descent, indigenous and mestizo in defense of life and the territory in the midst of armed conflict",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72050,Relief co-ordination; protection and support services,72050.01,Relief co-ordination; protection and support services,,"Se ha contribuido a la garantÃƒÂ­a de derechos y a la permanencia en sus territorios de comunidades campesinas afrocolombianas, indÃƒÂ­genas y mestizas vÃƒÂ­ctimas del despojo de tierras en medio del conflicto armado.--beneficiary--INDIGENAS",COL311,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Contrato K-COL-1103-0001.--translation--Contract K-COL - 1103-0001.,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,720,EMERGENCY RESPONSE,72050,Relief co-ordination; protection and support services,72050.01,Relief co-ordination; protection and support services,,"PrevenciÃƒÂ³n y protecciÃƒÂ³n de niÃƒÂ±os, niÃƒÂ±as, adolescentes y jÃƒÂ³venes a la vinculaciÃƒÂ³n y efectos del conflicto armado en Colombia.--beneficiary--JÃƒâ€œVENES",COL557,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
